ident	id	idAuthor	target	idDate	targetDate
432910	Memoirs of the year two thousand five hundred	Louis-Sebastien Mercier	Gottfried Wilhelm Leibniz	1795	1716
435716	Moral and political dialogues	Richard Hurd	Horace	1759	-8
436163	The Irish emigrant	null	Irish Eloquence Niles Weekly Register	1817	5000
436624	Jemima and Louisa	Lady	Clive	1759	5000
437476	The history of Pompey the Little	Francis Coventry	Virgil	1751	-19
437634	The history of Pompey the Little	Francis Coventry	Virgil	1751	-19
437679	The history of Pompey the Little	Francis Coventry	Horace	1751	-8
438528	The fortunate country maid	Charles de Fieux Mouhy	William Congreve	1758	1729
440189	The life and memoirs of Mr. Ephraim Tristram	null	Horace	1756	-8
440190	The life and memoirs of Mr. Ephraim Tristram	null	Horace	1756	-8
440191	The life and memoirs of Mr. Ephraim Tristram	null	Horace	1756	-8
440192	The cry	Sarah Fielding	Marco Valerio Marziale	1754	5000
440193	The juvenile adventures of David Ranger	Edward Kimber	David Garrick	1752	5000
440194	The devil upon crutches in England	Gentleman of Oxford	Juvenal	1759	130
440196	The dreamer	William King	Virgil	1754	-19
440197	The Dreamer	William King	Virgil	1754	-19
440200	The fortunate villager	Adolphus Bannac	Horace	1750	-8
440202	The anti-Gallican	Edward Long	Arthur Murphy	1757	5000
440208	The history of Henry Dumont, Esq	Charlotte Charke	Joseph Addison	1756	1719
440211	The life, misfortunes and adventures of Indiana	Pierre Carlet de Chamblain de Marivaux	"Charles, sir Sedley"	1755	1701
440212	The adventures of Jerry Buck	John Slade	Horace	1754	-8
440213	The adventures of Jerry Buck	John Slade	Horace	1754	-8
440214	The adventures of Jerry Buck	John Slade	Horace	1754	-8
440218	The life of John Buncle, esq	Thomas Amory	Gaius Volusenus	1756	5000
440221	The history of Miss Katty N----	null	Nicholas Rowe		1718
440223	The memoirs of a young lady of quality	null	Alexander Pope	1756	1744
440224	The memoirs of a young lady of quality	null	Alexander Pope	1756	1744
440227	Lydia	John Shebbeare	Lucius Annaeus Seneca	1755	65
440228	Lydia	John Shebbeare	Lucius Annaeus Seneca	1755	65
440231	The fortunate country maid	Charles de Fieux Mouhy	William Congreve	1758	1729
440232	The marriage act	John Shebbeare	Ovid	1754	18
440234	The life and adventures of Mr. Anderson	Edward Kimber	Joseph Addison	1754	1719
440236	Memoirs of an Oxford scholar	null	Alexander Pope	1756	1744
440237	The History of Polly Willis	null	Edmund Waller	1755	1687
440240	The history of Pudica, a lady of N-rf-lk	Richard Gardiner	Nicholas Rowe	1754	1718
440244	The theatre of love	null	William Shakespeare	1759	1616
440246	The wars of the gulls	Jacob Bigelow	Samuel Butler	1812	1680
440253	Letters on several occasions	William Freeman	Cicero	1757	-43
440254	The travels of Zoroaster	null	Horace	1753	-8
440257	Court intrigues	null	Alexander Pope	1759	1744
440261	The Card	John Kidgell	Juvenal	1755	130
440265	The Card	John Kidgell	Juvenal	1755	130
440266	The life of Mrs. Charlotte Charke	Charlotte Charke	John Gay	1755	1732
440267	The life and adventures of Mrs. Charlotte Charke	Charlotte Charke	John Gay	1755	1732
440268	Chiron	Charles Caraccioli	Horace	1758	-8
440270	The empire of the Nairs	James Lawrence	Virgil	1813	-19
440290	A few days in Athens	Wright Frances	James Thomson	1822	1748
440294	Adsonville	null	George Gordon Byron Byron	1824	5000
440296	An antidote to the miseries of human life	Harriet Corp	James Thomson	1808	1748
440298	The adventures of Capt. Greenland	William Goodall	"William, Shakespeare"	1752	1616
440301	The adventures of Ferdinand Count Fathom	Tobias Smollet	Juvenal	1753	130
440306	The history of Fanny Seymour	null	Virgil	1753	-19
440308	Glenarvon	Lamb Caroline	Voltaire	1816	1778
440310	The life and history of a pilgrim	George Wollaston	Virgil	1753	-19
440311	The life and history of a pilgrim	George Wollaston	Virgil	1753	-19
440317	The history of Jack Connor	Chaigneau William	"Alexander, Pope"	1752	1744
440320	Life high & low	Author of The Greeks	Alexander Pope	1819	1744
440334	New tales	Amelia Opie	William Shakespeare	1818	1616
440354	A few days in Athens	Wright Frances	James Thomson	1822	1748
440357	Adsonville	null	George Gordon Byron Byron	1824	5000
440360	An antidote to the miseries of human life	Harriet Corp	James Thomson	1808	1748
440362	The adventures of Capt. Greenland	William Goodall	"William, Shakespeare"	1752	1616
440365	The adventures of Ferdinand Count Fathom	Tobias Smollet	Juvenal	1753	130
440370	The history of Fanny Seymour	null	Virgil	1753	-19
440372	Glenarvon	Lamb Caroline	Voltaire	1816	1778
440374	The life and history of a pilgrim	George Wollaston	Virgil	1753	-19
440375	The life and history of a pilgrim	George Wollaston	Virgil	1753	-19
440380	The history of Jack Connor	Chaigneau William	"Alexander, Pope"	1752	1744
440385	Life high & low	Author of The Greeks	Alexander Pope	1819	1744
440395	New tales	Amelia Opie	William Shakespeare	1818	1616
440401	The history of Pompey the Little	Francis Coventry	Virgil	1752	-19
440405	The reformd coquet	Davys Mary	Erasmus	1752	1536
440408	The stage-coach	Smythies	Matthew Prior	1753	1721
440411	The castle of otranto	Horace Walpole	Horace	1791	-8
440412	Farmer of New-Jersey	John Davis	"James, Thomson"	1800	1748
440420	The quakers	Elizabeth B Lester	Voltaire	1817	1778
440421	The quakers	Elizabeth B Lester	Voltaire	1818	1778
440427	Young Scarron	Mozeen Thomas	Anonymous	1752	5000
4732386	Young Scarron	John Murdoch	Michel de Montaigne	1783	1592
4742076	Pictures of the heart	John Murdoch	Nicholas Rowe	1783	1718
4756565	The history of the renowned Don Quixote	Miguel de Cervantes Saavedra	Lucius Annaeus Seneca	1700	65
4785227	Heloise	George Monck Berkeley	Spenser Edmund	1788	1599
4806147	The life of Aristides	Patrick Delany	Plutarch	1714	5000
5007461	The new sylph	null	Antoine Leonard Thomas	1788	1785
54482	Wieland	Charles Brockden Brown	Charles Brockden Brown	1798	5000
5911017	The buccaneers	Samuel B. H Judah	William Shakespeare	1827	1616
59364	A character from life	null	Jean-Jacques Rousseau	1797	1778
593702	A character from life	Eliza Fowler Haywood	"George Granville, Baron Lansdowne"	1724	5000
59418	Trials of the human heart	Rowson	Joseph Addison	1795	1719
5942278	Harrisons edition	George Lyttelton Lyttelton	Lucretius	1785	-55
5946802	The extrordinary adventures of Donald Campbell	Donald Campbell	Edward Young	1799	1765
595131	Louisa	Elizabeth Helme	James Thomson	1787	1748
6134731	A new voyage to the Island of Fools	Noble Venetian	Ovid	1713	17
72411	Eleanora	null	Petrarch	1785	7
73133	The savages of Europe	Robert Martin Lesuire	Ovid	1764	18
73408	The Algerine captive	Royall Tyler	William Shakespeare	1797	1616
73842	Mentoria	Rowson	Epigraph likely written by the author	1794	5000
75774	Memoirs of the year two thousand five hundred	Louis-Sebastien Mercier	Leibniz	1795	1716
87232-1	Zeluco	John Moore	Juvenal	1789	130
87232-2	Zeluco	John Moore	Juvenal	1789	130
87246	Argus	Charles Mathews	Pietro Metastasio	1789	1782
87503	The castle of Otranto	Horace Walpole	Horace	1786	8
88576	Humanity in Algiers	American	John Milton	1801	1674
88846	The errors of innocence	Harriet Lee	William Shakespeare	1786	1616
90019	Charlotte	Rowson	William Shakespeare	1794	1616
973317	Miscellaneous works, prose and poetical	John Blair Linn	Horace	1795	-8
976233	Modern chivalry	H. H Brackenridge	Juvnal	1792	5000
ocm00621029 	The inheritance	Susan Ferrier	George Turberville	1824	1610
ocm00742172 	Tales of wonder	M. G Lewis	Thomas Middleton	1801	1627
ocm00965816 	Tales of terror	null	William Drummond	1801	1649
ocm01180901 	Cottage on the cliff	Catherine G Ward	William Shakespeare	1823	1616
ocm01336923 	The Knight of St. John	Anna Maria Porter	Dante Alighieri	1817	1321
ocm02060360 	The asylum	Daniel Jackson	Timothy Dwight	1811	5000
ocm02494528 	Maid Marian	Thomas Love Peacock	William Shakespeare	1822	1616
ocm02861722 	Discipline	Mary Brunton	Joanna Baillie	1814	5000
ocm02892878 	Continental adventures	Charlotte A Eaton	Titus Maccius Plautus	1826	-184
ocm03596752 	The fast of St. Magdalen	Anna Maria Porter	Dante Alighieri	1818	1321
ocm04300840 	The misfortunes of Elphin	Thomas Love Peacock	Petronius	1829	5000
ocm04635045 	The fortunes of Nigel	Walter Scott	George Canning	1822	5000
ocm04739245 	Romantic tales	M. G Lewis	George Crabbe	1808	2
ocm05062980 	A Sicilian romance	Ann Ward Radcliffe	William Shakespeare	1790	1616
ocm06536542 	Self-control	Mary Brunton	William Cowper	1811	1800
ocm06756321 	Brambleton Hall	null	Horace	1818	-8
ocm06853360 	Trials	Mary Ann Kelty	Isaac Watts	1824	1748
ocm06925160 	The Albigenses	Charles Robert Maturin	William Shakespeare	1824	1616
ocm06929107 	Fatal revenge	Charles Robert Maturin	Lucian	1807	5000
ocm06968795 	Nightmare Abbey	Thomas Love Peacock	Samuel Butler	1818	1680
ocm06972377 	The recluse of Norway	Anna Maria Porter	James Montgomery	1814	5000
ocm06972448 	The village of Mariendorpt	Anna Maria Porter	Euripides	1821	-406
ocm06977684 	The Hungarian Brothers	Anna Maria Porter	Edward Young	1807	1765
ocm06977863 	The lake of Killarney	Anna Maria Porter	Pietro Metastasio	1804	1782
ocm06989179 	Honor OHara	Anna Maria Porter	Thomas Erskine	1826	5000
ocm07026767 	The children of the abbey	Regina Maria Roche	James Thomson	1807	1748
ocm07026880 	Contrast	Regina Maria Roche	Isaac Watts	1828	1748
ocm07027666 	The marchioness!!! Or	Ross	John Gay	1813	1732
ocm07032000 	The Munster cottage boy	Regina Maria Roche	James Beattie	1820	5000
ocm07071452 	The republicans mistress	Charlotte Smith	Publilius Syrus	1821	40
ocm07075573 	The banished man	Charlotte Smith	William Shakespeare	1794	1616
ocm08438237 	Headlong Hall	Thomas Love Peacock	Jonathan Swift	1816	1745
ocm09930143 	The life of Pill Garlick	Edmond Temple	J.-B. P. de Moliere	1813	1673
ocm10377134 	The vagabond	George Walker	Plutarch	1800	5000
ocm10448517 	Trecothick Bower	Regina Maria Roche	David Mallet	1816	1765
ocm10847141 	Caroline Lismore	Alicia Catherine Mant	Jane West	1815	5000
ocm12862142 	Osmond	Mary Ann Kelty	George Crabbe	1822	2
ocm13310562 	Ringstead abbey	J. A Sargant	William Shakespeare	1830	1616
ocm13312753 	Truckleborough Hall	William Pitt Scargill	Charles Dibdin	1827	5000
ocm13379341 	The vallies	Basil Tempest	Laurence Sterne	1827	1768
ocm14032243 	Don Sebastian	Anna Maria Porter	William Shakespeare	1809	1616
ocm14975239 	Lady Janes pocket	Author of Silvanella	D. (David) Lewis	1815	1760
ocm16348484 	Love and satire	null	Jean-Jacques Rousseau	1805	1778
ocm18056772	The balance of comfort	Ross	William Cowper	1817	1800
ocm20682925 	The wild Irish boy	Charles Robert Maturin	Edmund Spenser	1824	1599
ocm21212908 	Marriage	Susan Ferrier	Jeremy Taylor	1818	1667
ocm21618027 	The advantages of education	Jane West	Gilbert West	1803	1756
ocm22774772 	The forest girl	Catherine G Ward	"John, Bowdler"	1826	5000
ocm25074779 	The fortunes of Nigel	Walter Scott	George Canning	1822	5000
ocm27442362 	Destination	Clara Reeve	John Milton	1799	1674
ocm37033335 	Tales of wonder	M. G Lewis	Marian Gill Valentine	1801	5000
ocm38981912 	The fortunes of Nigel	Walter Scott	George Canning	1822	5000
ocm40688589 	Agnes	null	Alexander Pope	1822	1744
ocm40733633 	The power of sympathy	William Hill Brown	William Hill Brown	1789	5000
ocm49835584 	Octavia	Anna Maria Porter	Robert Dodsley	1798	1764
ocm50543021 	The natural daughter	Mary Robinson	William Shakespeare	1799	1616
ocm50917140 	Thornton abbey	John Satchel	Ely Bates	1806	5000
ocm52981134 	Traits of nature	Sarah Harriet Burney	Alexander Pope	1813	1745
ocm59222208 	The woman of genius	null	Mark Akenside	1821	1770
ocm63548219 	The village of Mariendorpt	Anna Maria Porter	R. Potter	1821	5000
ocm70516068 	Characters at Brighton	Anne Trelawney	William Shakespeare	1808	1616
ocm78001274 	The daughter of St. Omar	Catherine G Ward	John Home	1810	9
ocm78091842 	Adelaide de Grammont	null	Battista Guarini	1804	1612
ocn123448855	The express	Maintenon	Horace	1819	8
ocn187453083	The fishers daughter	Catherine G Ward	Walter Scott	1824	5000
ocn191257087	The fortunes of Nigel	Walter Scott	George Canning	1822	5000
ocn228749189	The old manor house	Charlotte Smith	Lodovico Ariosto	1793	1533
ocn265013947	Siberian anecdotes	null	Horace	1783	-8
ocn270121854	Blue-stocking hall	Chetwode	William Shakespeare	1827	1616
ocn482470676	The vicar of Lansdowne	Regina Maria Roche	Mark Akenside	1802	1770
ocn482476225	Nocturnal visit	Regina Maria Roche	William Shakespeare	1800	1616
ocn482649224	Hannah Hewit	Charles Dibdin	William Shakespeare	1792	1616
ocn486073979	Traits of nature	Sarah Harriet Burney	Alexander Pope	1812	1744
ocn607607606	Lawrie Todd	John Galt	William Shakespeare	1830	1616
ocn841534744	The monk	M. G Lewis	Horace	1796	-8
ocn940098594	Rothelan	John Galt	George Gordon Byron Byron	1824	5000
