id	title	author	date	epigraph_author	d	4	5
3768559	"Miscellaneous works of Dr. William Wagstaffe, physician to St. Bartholomew's-Hospital, fellow of the College of Physicians, and of the Royal Society. To which is prefix'd his life, and an account of his writings. Adorn'd with several curious cuts engrav'd on copper. His character writ by an eminent physician soon after his death. He was no less valued for his skill in his profession, which he shewed in several useful treatises, than admired for his wit and facetiousness in conversation. The second edition."	"Wagstaffe, William"	1726	"['Wilson, John']"	['1626-1696']	['Author (epigraph)']	['Authorized']
3768559	"Miscellaneous works of Dr. William Wagstaffe, physician to St. Bartholomew's-Hospital, fellow of the College of Physicians, and of the Royal Society. To which is prefix'd his life, and an account of his writings. Adorn'd with several curious cuts engrav'd on copper. His character writ by an eminent physician soon after his death. He was no less valued for his skill in his profession, which he shewed in several useful treatises, than admired for his wit and facetiousness in conversation. The second edition."	"Wagstaffe, William"	1726	"['Cicero, Marcus Tullius']"	['106-43 BCE']	['Author (epigraph)']	['Authorized']
3768559	"Miscellaneous works of Dr. William Wagstaffe, physician to St. Bartholomew's-Hospital, fellow of the College of Physicians, and of the Royal Society. To which is prefix'd his life, and an account of his writings. Adorn'd with several curious cuts engrav'd on copper. His character writ by an eminent physician soon after his death. He was no less valued for his skill in his profession, which he shewed in several useful treatises, than admired for his wit and facetiousness in conversation. The second edition."	"Wagstaffe, William"	1726	"['Vergilius Maro, Publius']"	['70-19 BCE']	['Author (epigraph)']	['Authorized']
3768559	"Miscellaneous works of Dr. William Wagstaffe, physician to St. Bartholomew's-Hospital, fellow of the College of Physicians, and of the Royal Society. To which is prefix'd his life, and an account of his writings. Adorn'd with several curious cuts engrav'd on copper. His character writ by an eminent physician soon after his death. He was no less valued for his skill in his profession, which he shewed in several useful treatises, than admired for his wit and facetiousness in conversation. The second edition."	"Wagstaffe, William"	1726	"['Fuller, Thomas']"	['1608-1661']	['Author (epigraph)']	['Authorized']
3768559	"Miscellaneous works of Dr. William Wagstaffe, physician to St. Bartholomew's-Hospital, fellow of the College of Physicians, and of the Royal Society. To which is prefix'd his life, and an account of his writings. Adorn'd with several curious cuts engrav'd on copper. His character writ by an eminent physician soon after his death. He was no less valued for his skill in his profession, which he shewed in several useful treatises, than admired for his wit and facetiousness in conversation. The second edition."	"Wagstaffe, William"	1726	"['Lucanus, Marcus Annaeus']"	['39-65 CE']	['Author (epigraph)']	['Authorized']
3768559	"Miscellaneous works of Dr. William Wagstaffe, physician to St. Bartholomew's-Hospital, fellow of the College of Physicians, and of the Royal Society. To which is prefix'd his life, and an account of his writings. Adorn'd with several curious cuts engrav'd on copper. His character writ by an eminent physician soon after his death. He was no less valued for his skill in his profession, which he shewed in several useful treatises, than admired for his wit and facetiousness in conversation. The second edition."	"Wagstaffe, William"	1726	"['Flaccus, Quintus Horatius']"	['65-8 CE']	['Author (epigraph)']	['Authorized']
4008200	"Letters from a Persian in England, to his friend at Ispahan."	"Lyttelton, George Lyttelton"	1735	"['Lucretius Carus, Titus']"	['97-55 BCE']	['Author (epigraph)']	['Authorized']
4756565	The history of the renown'd Don Quixote de la Mancha. Written in Spanish by Miguel de Cervantes Saavedra. Translated from the original by several hands: and publish'd by Peter Motteux servant to his Majesty. Adorn'd with sculptures. Vol. I.	"Cervantes Saavedra, Miguel de"	1700	"['Seneca, Lucius Annaeus']"	['Approximately 4 B.C.-65 A.D.']	['Author (epigraph)']	['Authorized']
1808071		"Haywood, Eliza Fowler"	1722	"['Waller, Edmund']"	['1606-1687']	['Author (epigraph)']	['Authorized']
1808112		"Haywood, Eliza Fowler"	1723	"['Waller, Edmund']"	['1606-1687']	['Author (epigraph)']	['Authorized']
277617	"Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis."	Manley	1710	['JuvÃ©nal']		['Author (epigraph)']	['Authorized']
280901			1710	['JuvÃ©nal']		['Author (epigraph)']	['Authorized']
107682	"Eugenius: or, anecdotes of the golden vale: an embellished narrative of real facts."	"Graves, Richard"	1786	['Ovid']	['43 BC-17 AD']	['Author (epigraph)']	['Authorized']
107682	"Eugenius: or, anecdotes of the golden vale: an embellished narrative of real facts."	"Graves, Richard"	1786	['Virgil']	['70 BC-19 BC']	['Author (epigraph)']	['Authorized']
3980197	"The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks."	"Smollett, Tobias George"	1780	['Horace']	['65 B.C.-8 A.D.?']	['Author (epigraph)']	['Authorized']
157471	The adventures of a hackney coach. The third edition corrected.		1781	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
157475	The adventures of a hackney coach.		1781	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
158810	"Maria; or, the generous rustic."	"Berkeley, George Monck"	1784	"['Pope, Alexander']"	['1684-1744']	['Author (epigraph)']	['Authorized']
158817	The History of Eliza Warwick. In two volumes. Vol. I.		1778	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
162474	Memoirs and adventures of a flea; in which are interspersed many humorous characters and anecdotes. In Two Volumes. Volume I.		1785	['William Shakespeare']	['1564-1616']	['Author (epigraph)']	['Authorized']
1808057	"Secret histories, novels, and poems. In four volumes. Written by Mrs. Eliza Haywood."	"Haywood, Eliza Fowler"	1725	"['Granville, George']"	['1667-1735']	['Author (epigraph)']	['Authorized']
1808057	"Secret histories, novels, and poems. In four volumes. Written by Mrs. Eliza Haywood."	"Haywood, Eliza Fowler"	1725	"['Waller, Edmund']"	['1606-1687']	['Author (epigraph)']	['Authorized']
1808057	"Secret histories, novels, and poems. In four volumes. Written by Mrs. Eliza Haywood."	"Haywood, Eliza Fowler"	1725	"['Dryden, John']"	['1631-1700']	['Author (epigraph)']	['Authorized']
1808057	"Secret histories, novels, and poems. In four volumes. Written by Mrs. Eliza Haywood."	"Haywood, Eliza Fowler"	1725	"['Sedley, Charles, Sir']"	['1639-1701']	['Author (epigraph)']	['Authorized']
187817-1		"Croft, Herbert"	1786	['William Shakespeare']	['1564-1616']	['Author (epigraph)']	['Authorized']
187817-2	"Love and Madness: story too true. In a series of letters, between parties whose names would perhaps be mentioned were they less known or less lamented. The fourth edition."	"Croft, Herbert"	1786	['William Shakespeare']	['1564-1616']	['Author (epigraph)']	['Authorized']
187817-2	"Love and Madness: story too true. In a series of letters, between parties whose names would perhaps be mentioned were they less known or less lamented. The fourth edition."	"Croft, Herbert"	1786	['Aphra Behn']	['1640-1689']	['Author (epigraph)']	['Authorized']
187817-2	"Love and Madness: story too true. In a series of letters, between parties whose names would perhaps be mentioned were they less known or less lamented. The fourth edition."	"Croft, Herbert"	1786	['William Congreve']	['1670-1729']	['Author (epigraph)']	['Authorized']
253712-1	"Memoirs of the life of Count de Grammont: containing, in particular, the amorous intrigues of the court of England in the reign of King Charles II. Translated from the French by Mr. Boyer."	"Hamilton, Anthony"	1714	"['Saint-Evremond, Charles de Marguetel de Saint-Denis']"	['1613-1703']	['Author (epigraph)']	['Authorized']
253869	"The entertaining novels of Mrs. Jane Barker. In two volumes. I. Exilius; or, the banish'd Roman. Written (after the manner of Telemachus) for the instruction of some young ladies of quality. II. Celia and Marcellus; or, the constant lovers. III. The reward of virtue; or, the adventures of Clarinthia and Lysander. IV. The lucky escape; or, the fate of Ismenus. V. Clodius and Scipiana; or, the beautiful captive. VI. Piso; or, the lewd courtier. VII. The happy recluse; or, the charms of liberty. VIII. The fair widow; or, false friend. X. The amours of Bosvil and Galesia. The second edition."	"Barker, Jane"	1719	['Horace']		['Author (epigraph)']	['Authorized']
267308	"The happy-unfortunate; or, the female-page: a novel. In three parts. By Elizabeth Boyd."	"Boyd, Elizabeth"	1732	"['Manley, Mrs. (Mary de la RiviÃ¨re)']"	['1663-1724']	['Author (epigraph)']	['Authorized']
267308	"The happy-unfortunate; or, the female-page: a novel. In three parts. By Elizabeth Boyd."	"Boyd, Elizabeth"	1732	"['Banks, John']"	['-1706']	['Author (epigraph)']	['Authorized']
267308	"The happy-unfortunate; or, the female-page: a novel. In three parts. By Elizabeth Boyd."	"Boyd, Elizabeth"	1732	"['Addison, Joseph']"	['1672-1719']	['Author (epigraph)']	['Authorized']
268225		"Grainger, Lydia"	1733	"['Gay, John']"	['1685-1732']	['Author (epigraph)']	['Authorized']
302876	The vicar of Wakefield: a tale. Supposed to be written by himself. In two volumes. Volume first.	"Goldsmith, Oliver"	1786	"['Burton, Robert']"	['1577-1640']	['Author (epigraph)']	['Authorized']
3980016	"The novelist's magazine. Vol. I. Containing Almoran and Hamet, Joseph Andrews, and Amelia."	"Fielding, Henry"	1780	['Horace']		['Author (epigraph)']	['Authorized']
3980153	"The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks."	"Langhorne, John"	1780	"['Vergilius Maro, Publius']"	['70-19 BCE']	['Author (epigraph)']	['Authorized']
3980210	"The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks."	Voltaire	1780	['Virgil']	['70 B.C.-19 A.D.']	['Author (epigraph)']	['Authorized']
3980240	"The novelist's magazine. Vol. III. containing The tales of the genii, and Tom Jones."	"Fielding, Henry"	1780	['Horace']		['Author (epigraph)']	['Authorized']
4742076	"Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I."	"Murdoch, John"	1783	"['Rowe, Nicholas']"	['1674-1718']	['Author (epigraph)']	['Authorized']
4806147	"The life of Aristides, the Athenian; who was decree'd to be banish'd for his justice. Translated from an Arabick manuscript; suppos'd to be written originally in Greek, by Theophrastus."	"Delany, Patrick"	1714	['Plutarch']		['Author (epigraph)']	['Authorized']
593702		"Haywood, Eliza Fowler"	1724	"['Lansdowne, George Granville, Baron']"	['1667?-1735']	['Author (epigraph)']	['Authorized']
87232-1	"Zeluco. Various views of human nature, taken from life and manners, foreign and domestic. In two volumes. Vol. I."	"Moore, John"	1789	['Juvenal']	['ca. 60-130']	['Author (epigraph)']	['Authorized']
88846	"The errors of innocence, in five volumes. Vol. I."	"Lee, Harriet"	1786	['William Shakespeare']	['1564-1616']	['Author (epigraph)']	['Authorized']
103048	"Tales of the castle: or, stories of instruction and delight. Being Les veillÃ©es du chateau, written in French by Madame La Comtesse de Genlis, author of the Theater of education, Adella and Theodore, &c. Translated into English by Thomas Holcroft. Vol. I."	"Genlis, SteÃƒÃ…phanie FeÃƒÃ…liciteÃƒÃ…"	1785	"['Ariosto, Ludovico']"	['1474-1533']	['Author (epigraph)']	['Authorized']
103048	"Tales of the castle: or, stories of instruction and delight. Being Les veillÃ©es du chateau, written in French by Madame La Comtesse de Genlis, author of the Theater of education, Adella and Theodore, &c. Translated into English by Thomas Holcroft. Vol. I."	"Genlis, SteÃƒÃ…phanie FeÃƒÃ…liciteÃƒÃ…"	1785	"['Hoole, John']"	['1727-1803']	['Author (epigraph)']	['Authorized']
105991	"Juvenile indiscretions. A novel. In five volumes. By the author of Anna, or the Welch Heiress. Vol. I"	Bennett	1786	"['Pope, Alexander']"	['1688-1744']	['Author (epigraph)']	['Authorized']
107688	"Oswald castle: or, memoirs of Lady Sophia Woodville; a novel. By a lady."	A Lady	1789	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
107708	The solicitudes of absence. A genuine tale.	"Renwick, William"	1788	['Horace']	['0065-0008 B.C.E.']	['Author (epigraph)']	['Authorized']
1361816	"The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I."	"Cooper, James Fenimore"	1823	"['Paulding, James Kirke']"	['1778-1860']	['Author (epigraph)']	['Authorized']
1361817	"The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I."	"Cooper, James Fenimore"	1823	"['Paulding, James Kirke']"	['1778-1860']	['Author (epigraph)']	['Authorized']
156255	"The history of John Juniper, Esq. Alias Juniper Jack. Containing the birth, parentage, and education, life, adventures, and character of that most wonderful and surprizing gentleman. By the editor of The adventures of a guinea. Vol. I."	"Johnstone, Charles"	1781	['JuveÌÅnal']	['0060?-0130?']	['Author (epigraph)']	['Authorized']
162471	"The errors of innocence, in two volumes. Vol. I."	"Lee, Harriet"	1786	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
1740351	"Bracebridge hall, or the humourists. A medley, by Geoffrey Crayon, Gent. In two volumes. Vol. I."	"Irving, Washington"	1822	"['W.R., Master of Arts']"		['Author (epigraph)']	['Authorized']
1751561	"Love and madness. A story too true. In a series of letters between parties, whose names would perhaps be mentioned, were they less known, or less lamented."	"Croft, Herbert"	1780	"['Behn, Aphra']"	['1640-1689']	['Author (epigraph)']	['Authorized']
1751561	"Love and madness. A story too true. In a series of letters between parties, whose names would perhaps be mentioned, were they less known, or less lamented."	"Croft, Herbert"	1780	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	"[""M'Carrocher""]"		['Author (epigraph)']	['Unauthorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	"['Moore, Thomas']"	['1779-1852']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Bromiey']		['Author (epigraph)']	['Unauthorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Savelabour']		['Author (epigraph)']	['Unauthorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	"['Williams, Helen Maria']"	['1762-1827']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	"['Thomson, James']"	['1700-1748']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	"['Burns, Robert']"	['1759-1796']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Scott Walter']	['1771-1832']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	"['Tasso, Torquato']"	['1544-1595']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Waltham']		['Author (epigraph)']	['Unauthorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Erasmus Darwin']	['1731-1802']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Alexander Pope']	['1688-1744']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Ossian']	['active 3rd century']	['Author (epigraph)']	['Authorized']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	"M\'Henry, James"	1823	['Thomas Campbell']	['1777-1844']	['Author (epigraph)']	['Authorized']
1799321	The castles of Athlin and Dunbayne. A Highland story.	"Radcliffe, Ann Ward"	1789	"['Cawthorn, James']"	['1719-1761']	['Author (epigraph)']	['Authorized']
3455155	"History of Constantius and Pulchera; or, virtue rewarded."		1821	"['Lee, Nathaniel']"	['1653?-1692']	['Author (epigraph)']	['Authorized']
3455155	"History of Constantius and Pulchera; or, virtue rewarded."		1821	"['Dryden, John']"	['1631-1700']	['Author (epigraph)']	['Authorized']
3455357	"The rebels, or Boston before the revolution. By the author of Hobomok."	"Child, Lydia Maria Francis"	1825	"['Bryant, William Cullen']"	['1794-1878']	['Author (epigraph)']	['Authorized']
3459911	"Salmagundi; or, the whim-whams and opinions of Launcelot Langstaff, esq. and others. Third edition. Volume I."	"Irving, Washington"	1820	"['Psalmanazar, George']"	['1679?-1763']	['Supposed author (epigraph)']	['Authorized']
3468177	"The valley of Shenandoah: or, memoirs of the Graysons. In two volumes.--Vol. I."	"Tucker, George"	1824	"['Wotton, Henry, Sir']"	['1568-1639']	['Supposed author (epigraph)']	
3468177	"The valley of Shenandoah: or, memoirs of the Graysons. In two volumes.--Vol. I."	"Tucker, George"	1824	"['Raleigh, Walter, Sir']"	['1552?-1618']	['Supposed author (epigraph)']	['Authorized']
3469522	"Hobomok, a tale of early times. By an American."	"Child, Lydia Maria Francis"	1824	"['Bryant, William Cullen']"	['1794-1878']	['Author (epigraph)']	['Authorized']
3469776	Yorktown: an historical romance. In two volumes. Volume I.	"Cushing, E. L"	1826	"['Byron, George Gordon']"	['1788-1824']	['Author (epigraph)']	['Authorized']
3469781	"Francis Berrian, or the Mexican Patriot. In two volumes. Vol. I."	"Flint, Timothy"	1826	"['Quevedo, Francisco de']"	['1580-1645']	['Author (epigraph)']	['Authorized']
5911017	"The buccaneers; a romance of our own country, in its ancient day; illustrated with divers marvellous histories, and antique and facetious episodes; gathered from the most authentic chronicles & affirmed records extant from the settlement of the Niew Nederlandts until the times of the famous Richard Kid: carefully collated from the laborious researches, and minute investigations, of that excellent antiquary and sublime philosopher, Yclept Terentius Phlogobombos. In five books."	"Judah, Samuel B. H"	1827	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
3470604	"The life and adventures of Dr. Caleb; who migrated from Egypt, and afterwards practised physic in the land of Canaan and elsewhere: an allegory; designed principally to amuse and edify young people. By Aaron Lummus, Evangelii Praedicator."	"Lummus, Aaron"	1822	"['Paul, the Apostle, Saint']"		['Author (epigraph)']	['Authorized']
3471418	"Logan, a family history. In two volumes.--Vol. I."	"Neal, John"	1822	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
3478066	Hope Leslie; or early times in the Massachusetts. By the author of Redwood. In two volumes. Vol. I.	"Sedgwick, Catharine Maria"	1827	"['Follen, Eliza Lee Cabot']"	['1778-1860']	['Author (epigraph)']	['Authorized']
3478219	Redwood; a tale. In two volumes. Vol. I.	"Sedgwick, Catharine Maria"	1824	"['Paley, William']"	['1743-1805']	['Author (epigraph)']	['Authorized']
3570636-1	The thatcher's wife; or an account of Mary Camps.	"Marks, Richard"	1824	"['Newton, John']"	['1725-1807']	['Author (epigraph)']	
3570636-2	The thatcher's wife; or an account of Mary Camps.	"Marks, Richard"	1824	"['Newton, John']"	['1725-1807']	['Author (epigraph)']	
3571294	"A visit to a sabbath evening school, a narrative for children. By a sabbath school teacher."	Sabbath school teacher	1818	"['Fawcett, John']"	['1768-1837']	['Author (epigraph)']	['Authorized']
3767898	The witch of New England; a romance.	"M\'Call, John C"	1824	"['Middleton, Thomas']"	['d. 1627']	['Author (epigraph)']	['Authorized']
87503	"The castle of Otranto, a gothic story. Translated by William Marshal, Gent. From the original Italian of Onuphrio Muralto, canon of the church of St. Nicholas at Otranto. The fifth edition."	"Walpole, Horace"	1786	['Horace']	['65 B.C.-8 A.D.']	['Author (epigraph)']	['Authorized']
90019	"Charlotte. A tale of truth. By Mrs. Rowson, of the New Theatre Philadelphia; author of Victoria, The inquisitor, Fille de chambre, &c. In two volumes. Vol. I. Second Philadelphia edition"	Rowson	1794	"['Shakespeare, William']"	['1564-1616']	['Supposed author (epigraph)']	['Authorized']
1720878	"A father's instructions; consisting of moral tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature: by Thomas Percival, M.D. F.R.S. and A.S. Lond. F.R.S. and R.M.S. Edinb. President of the Literary and Philosophical Society of Manchester, and member of various foreign societies. The ninth edition."	"Percival, Thomas"	1800	"['Gay, John']"	['1685-1732']	['Author (epigraph)']	['Authorized']
253712-2	"Memoirs of the life of Count de Grammont: containing, in particular, the amorous intrigues of the court of England in the reign of King Charles II. Translated from the French by Mr. Boyer."	"Hamilton, Anthony"	1714	"['Saint-Evremond, Charles de Marguetel de Saint-Denis']"	['1613-1703']	['Author (epigraph)']	['Authorized']
255966	"The mercenary lover: or, the unfortunate heiresses. Being a true, secret history of a city amour, in a certain island adjacent to the kingdom of Utopia. Written by the author of Memoirs of the said Island."	"Haywood, Eliza Fowler"	1726	['JuvÃ©nal']		['Author (epigraph)']	['Authorized']
255966	"The mercenary lover: or, the unfortunate heiresses. Being a true, secret history of a city amour, in a certain island adjacent to the kingdom of Utopia. Written by the author of Memoirs of the said Island."	"Haywood, Eliza Fowler"	1726	"['Stepney, George']"	['1663-1707']	['Author (epigraph)']	['Authorized']
277537	"Female falshood: or, the life and adventures of a late French nobleman. Written by himself after his retirement, and digested by Mons. de St. Evremond. In two volumes. The third edition, revised and corrected. Vol. I."		1722	"['Dryden, John']"	['1631-1700']	['Author (epigraph)']	['Authorized']
281901	"John Bull's last will and testament, as it was drawn by a Welch attorney. With a preface to the Ar--p of C--ry. By an eminent lawyer of the temple."	"Arbuthnot, John"	1713	"['Ulpianus, Domitius']"	['Approximately 160-228']	['Supposed author (epigraph)']	['Authorized']
59418	"Trials of the human heart, a novel in four volumes. By Mrs. Rowson, of the new theatre, Philadelphia, author of Charlotte, Fille de Chambre, inquisitor, &c. &c. Vol.II"	Rowson	1795	"['Addison, Joseph']"	['1672-1719']	['Author (epigraph)']	['Authorized']
5946802	"A narrative of the extraordinary adventures, and sufferings by shipwreck & imprisonment, of Donald Campbell, esq. of Barbreck: with the singular humours of his Tartar guide, Hassan Artaz; comprising the occurrences of four years and fice days, in an overland journey to India. In a series of letters to his son."	"Campbell, Donald"	1799	"['Young, Edward']"	['1683-1765']	['Author (epigraph)']	['Authorized']
973317	"Miscellaneous works, prose and poetical. By a young gentleman of New-York."	"Linn, John Blair"	1795	['Horace']		['Author (epigraph)']	['Authorized']
976233	"Modern chivalry: containing the adventures of captain John Farrago, and Teague Oregan, his servant. Volume I. By H. H. Brackenridge."	"Brackenridge, H. H"	1792	['JuvÃ©nal']		['Author (epigraph)']	['Authorized']
102798-1	"The young widow; or, the history of Cornelia Sedley, in a series of letters. Volume I."	"Hayley, William"	1789	"['Petrarca, Francesco']"	['1304-1374']	['Author (epigraph)']	['Authorized']
102798-2	"The young widow; or, the history of Cornelia Sedley, in a series of letters. Volume I."	"Hayley, William"	1789	"['Petrarca, Francesco']"	['1304-1374']	['Author (epigraph)']	['Authorized']
104121	"The stage-coach. Containing the character of Mr. Manly, and the history of his fellow-travellers. Vol. I."	Smythies	1789	"['Prior, Matthew']"	['1664-1721']	['Author (epigraph)']	['Authorized']
105725-1	"The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve, author of The old English baron, Two mentors, &c. &c. In three volumes. Vol. I."	"Reeve, Clara"	1788	['Horace']		['Author (epigraph)']	['Authorized']
105725-2	"The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve,              author of The old English baron, Two mentors, &c. &c. In three volumes. Vol.              I."	"Reeve, Clara"	1788	['Horace']		['Author (epigraph)']	['Authorized']
105725-3	"The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve, author of The old English baron, Two mentors, &c. &c. In three volumes. Vol. I."	"Reeve, Clara"	1788	['Horace']		['Author (epigraph)']	['Authorized']
105802	The man of benevolence.		1789	"['Pope, Alexander']"	['1688-1744']	['Author (epigraph)']	['Authorized']
106014-1	"The Recess; or, a tale of other times. By the author of the Chapter of Accidents. The third edition, corrected. Vol. I."	"Lee, Sophia"	1787	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
106014-2	"The recess; or, a tale of other times. By the author of The chapter of accidents. The third edition, corrected. Vol. I."	"Lee, Sophia"	1787	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
107701	Orlando and Seraphina: a Turkish story. Volume I.	Nicholson	1787	"['Horatius Flaccus, Quintus']"	['65-8 B.C.']	['Author (epigraph)']	['Authorized']
107728	"Agnes De-Courci: a domestic tale. In two volumes. Inscribed with permission to Col. Hunter. By Mrs. Bennett, author of the Welch Heiress, and Juvenile Indiscretions. Vol. I."	Bennett	1789	"['Scarron, Paul']"	['1610-1660']	['Author (epigraph)']	['Authorized']
162466	The gamesters: a novel. In two volumes. By the authoress of Burton-Wood and Joseph. Vol. I.	"Mackenzie, Anna Maria"	1786	"['Dryden, John']"	['1631-1700']	['Author (epigraph)']	['Authorized']
162466	The gamesters: a novel. In two volumes. By the authoress of Burton-Wood and Joseph. Vol. I.	"Mackenzie, Anna Maria"	1786	['Virgil']	['70-19 BC']	['Author (epigraph)']	['Authorized']
1798766	"The adventures of Anthony Varnish, or, A peep at the manners of society. By an Adept. In three volumes. Vol. I."	"Johnstone, Charles"	1786	"['Plautus, Titus Maccius']"	['0254-0184']	['Author (epigraph)']	['Authorized']
1799123	Melissa and Marcia; or the sisters: a novel. In two volumes. Vol. I.	"Hervey, Elizabeth"	1788	"['Akenside, Mark']"	['1721-1770']	['Author (epigraph)']	['Authorized']
1800288	"The amicable Quixote; or, the enthusiasm of friendship. In four volumes. Vol. I."		1788	"['Boileau-DesprÃ©aux, NicolÃ¡s']"	['1636-1711']	['Author (epigraph)']	['Authorized']
1800288	"The amicable Quixote; or, the enthusiasm of friendship. In four volumes. Vol. I."		1788	"['Rowe, Nicholas']"	['1674-1718']	['Author (epigraph)']	['Authorized']
1800399	"The life and adventures of Anthony Leger, Esq; or, the man of shifts. In three volumes. Vol. I."		1789	"['Dryden, John']"	['1631-1700']	['Author (epigraph)']	['Authorized']
3445990	"The life and opinions of Tristram Shandy, gentleman. Vol. I. A new edition."	"Sterne, Laurence"	1782	['Horace']		['Author (epigraph)']	['Authorized']
3445990	"The life and opinions of Tristram Shandy, gentleman. Vol. I. A new edition."	"Sterne, Laurence"	1782	"['Pliny, the Younger']"		['Author (epigraph)']	['Authorized']
3445990	"The life and opinions of Tristram Shandy, gentleman. Vol. I. A new edition."	"Sterne, Laurence"	1782	"['Erasmus, Desiderius']"	['1469-1536']	['Author (epigraph)']	['Authorized']
3769976	"Little truths better than great fables: containing information on divers subjects, for the instruction of children. Volume I. Illustrated with copper-plates."	"Darton, William"	1800	"['Knox, Vicesimus']"	['1752-1821']	['Author (epigraph)']	['Authorized']
4785227	"Heloise: or, the siege of Rhodes. A legendary tale. By the author of Maria: or, The generous rustic. Second edition. To which is added Harriet: or, The vicar's tale. In two volumes. Vol. I."	"Berkeley, George Monck"	1788	['Spenser Edmund']	['1552-1599']	['Author (epigraph)']	['Authorized']
595131	"Louisa; or, the cottage on the moor. In two volumes. Vol.              I."	"Helme, Elizabeth"	1787	"['Thomson, James']"	['1700-1748']	['Author (epigraph)']	['Authorized']
87232-2	"Zeluco. Various views of human nature taken from life and manners, foreign and domestic. In two volumes. Vol. I."	"Moore, John"	1789	['Juvenal']	['ca. 60-130']	['Author (epigraph)']	['Authorized']
87246	"Argus; the house-dog at Eadlip. Memoirs in a family correspondence, by the author of Constance and The pharos. In three volumes. Vol. I."	"Mathews, Charles"	1789	"['Metastasio, Pietro']"	['1698-1782']	['Author (epigraph)']	['Authorized']
5942278	"Harrison's edition. Letters from a Persian in England, to his friend at Ispahan. By George Lord Lyttelton."	"Lyttelton, George Lyttelton"	1785	"['Lucretius Carus, Titus']"		['Author (epigraph)']	['Authorized']
