id	title	author	date	epigraph_author	d	4	5
376409	"The infidel; or the fall of Mexico. A romance. By the author of ""calavar."" [Epigraph.] Second edition. In two volumes. Vol. I."	"Bird, Robert Montgomery"	1835	"['DiÌÅaz del Castillo, Bernal']"	['1496-1584']	['Author (epigraph)']	['Authorized']
376409	"The infidel; or the fall of Mexico. A romance. By the author of ""calavar."" [Epigraph.] Second edition. In two volumes. Vol. I."	"Bird, Robert Montgomery"	1835	"['CalderoÌÅn de la Barca, Pedro']"	['1600-1681']	['Author (epigraph)']	['Authorized']
376580	"The infidel; or the fall of Mexico. A romance. By the author of ""Calavar."" [Epigraph.] In two volumes. Vol. I."	"Bird, Robert Montgomery"	1835	"['DiÌÅaz del Castillo, Bernal']"	['1496-1584']	['Author (epigraph)']	['Authorized']
376580	"The infidel; or the fall of Mexico. A romance. By the author of ""Calavar."" [Epigraph.] In two volumes. Vol. I."	"Bird, Robert Montgomery"	1835	"['CalderoÌÅn de la Barca, Pedro']"	['1600-1681']	['Author (epigraph)']	['Authorized']
376602	Blackbeard. A page from the colonial history of Philadelphia. [Epigraph.] In two volumes. Vol. I.		1835	"['Spencer, Edmund']"	['1552?-1599']	['Author (epigraph)']	['Authorized']
376788	"The adventures of Robin Day. By the author of ""Calavar,"" ""Nick of the Woods,"" &c. [Epigraph.] In two volumes. Vol. I."	"Bird, Robert Montgomery"	1839	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
377362	"Modern chivalry: containing the adventures of a captain, and Teague O'Regan, his servant. By H. H. Brackenridge. [Epigraph] Volume I."	"Brackenridge, H. H"	1808	['Horace']		['Author (epigraph)']	['Authorized']
377553	"The missionary convention at Jerusalem; or an exhibition of the claims of the world to the Gospel. [Epigraph.] By Rev. David Abeel, missionary to China."	"Abeel, David"	1838	"['Bunyan, John']"	['1628-1688']	['Author (epigraph)']	['Authorized']
377728	Adsonville: or marrying out. A narrative tale	"Hull, Edward"	1824	"['Byron, George Gordon Byron Baron']"	['1788-1824']	['Author (epigraph)']	['Authorized']
377845	"Lorette. The history of Louise, daughter of a Canadian nun: exhibiting the interior of female convents."	"Bourne, George"	1833	"['Montgomery, James']"		['Author (epigraph)']	['Authorized']
378774	"The hermit in America on a visit to Philadelphia. Containing some account of the beaux and belles, dandies and coquettes, cotillion paties, supper parties, tea parties, &c. &c. of that famous city. [Epigraph] Edited by Peter Atall, Esq."	"Waln, Robert"	1819	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
379041	Pencil sketches; or outlines of character and manners. By Miss Leslie.	"Leslie, Eliza"	1833	"['Shakespeare, William']"	['1554-1616']	['Author (epigraph)']	['Authorized']
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	"Dunlap, William"	1836	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
379124	"The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I."	"Irving, Washington"	1824	"['Burton, Robert']"	['1577-1640']	['Author (epigraph)']	['Authorized']
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	"Dunlap, William"	1836	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
379150	"The spy ; a tale of the neutral ground. [Epigraph.] By the author of ""Precaution."" In two volumes. Vol. I."	"Cooper, James Fenimore"	1824	"['Scott, Walter Sir']"	['1771-1832']	['Author (epigraph)']	['Authorized']
379157	"Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge."	"Brackenridge, H. H"	1825	['Horace']		['Author (epigraph)']	['Authorized']
379297	"Pioneers, or the sources of the Susquehanna: a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I."	"Cooper, James Fenimore"	1825	"['Paulding, James Kirke']"	['1778-1869']	['Author (epigraph)']	['Authorized']
379658	"The benevolent man; or, the history of Mr. Belville: in which is introduced, the remarkable adventures of Captain Maclean, the hermit. In two volumes. Vol. I."	"Bicknell, Alexander"	1775	['Terence']		['Author (epigraph)']	['Authorized']
380155	"The unfortunate dutchess: or, the lucky gamester. A novel, founded on a true story."		1739	"['Rowe, Nicholas']"	['1674-1718']	['Author (epigraph)']	['Authorized']
380529	The court-secret: a melancholy truth. Now first translated from the original Arabic. By an adept in the oriental tongues.	"Lyttelton, George Lyttelton"	1741	"['Massinger, Philip']"	['1583-1640']	['Author (epigraph)']	['Authorized']
380846	"Fourth edition. Price 25 cents. A romance of the sea-serpent, or the icthyosaurus. Also, a collection of the ancient and modern authories, with letters from distinguished merchants and men of science. [epigraph]."	"Batchelder, Eugene"	1850	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
380966	The history of Eliza Warwick. In two volumes. [epigraph] Vol. I.		    	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
381001	The history of Eliza Warwick. In two volumes. Vol. I.		1778	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
381052	"The benevolent man; or, the history of Mr. Belville: in which is introduced, the remarkable adventures of Captain Maclean, the hermit. In two volumes. Vol. I."	"Bicknell, Alexander"	1775	['Terence']		['Author (epigraph)']	['Authorized']
381054	"The history of Lady Anne Neville, sister to the great Earl of Warwick: in which are interspersed memoirs of that nobleman, and the principal characters of the age in which she lived. [epigraph] In two volumes. Vol. II."		1775	"['Seneca, Lucius Annaeus']"	['ca. 4 B.C.-65 A.D.']	['Author (epigraph)']	['Authorized']
440193	"The juvenile adventures of David Ranger, Esq; from an original manuscript found in the collections of a late noble lord. In two volumes. "	"Kimber, Edward"	1752	"['Garrick, David']"	['1717-1779']	['Author (epigraph)']	['Authorized']
440193	"The juvenile adventures of David Ranger, Esq; from an original manuscript found in the collections of a late noble lord. In two volumes. "	"Kimber, Edward"	1752	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
440194	The devil upon crutches in England. or. Night-scenes in London. A satirical work. Written upon the plan of the celebrated Diable Boiteux of Monsieur Le Sage. In two parts. By a gentleman of oxford. 	Gentleman of Oxford	1759	['Juvenal']		['Author (epigraph)']	['Authorized']
440196	The dreamer. 	"King, William"	1754	['Virgil']		['Author (epigraph)']	['Authorized']
440197	The Dreamer.	"King, William"	1754	['Virgil']		['Author (epigraph)']	['Authorized']
440200	"The fortunate villager: or, memoirs of Sir Andrew Thompson. In two volumes. Vol. I. "	"Bannac, Adolphus"	1750	['Horace']		['Author (epigraph)']	['Authorized']
440202	"The anti-Gallican, or, The history and adventures of Harry Cobham, Esquire. Inscribed to Louis the XVth, by the author. "	"Long, Edward"	1757	"['Murphy, Arthur']"	['1727-1805']	['Author (epigraph)']	['Authorized']
440211	"The life, misfortunes and adventures of Indiana, the virtuous orphan. Written by herself. Illustrated with [several] copper plates. The third edition"	"Marivaux, Pierre Carlet de Chamblain de"	1755	"['Sedley, Charles, sir']"	['1639-1701']	['Author (epigraph)']	['Authorized']
440211	"The life, misfortunes and adventures of Indiana, the virtuous orphan. Written by herself. Illustrated with [several] copper plates. The third edition"	"Marivaux, Pierre Carlet de Chamblain de"	1755	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
440213	The adventures of Jerry Buck.  By Mr. John Slade. The second edition.	"Slade, John"	1754	['Horace']		['Author (epigraph)']	['Authorized']
440214	The adventures of Jerry Buck. By Mr. John Slade. The third edition.	"Slade, John"	1754	['Horace']		['Author (epigraph)']	['Authorized']
440218	"The life of John Buncle, esq.: containing various observations and reflections, made in several parts of the world; and many extraordinary relations."	"Amory, Thomas"	1756	['Gaius Volusenus']		['Author (epigraph)']	['Unauthorized']
440221	"The history of Miss Katty N----: Containing a faithful and particular relation of her amour, adventures, and various turns of fortune in Scotland, Ireland, Jamaica, and in England. Written by herself. "			"['Rowe, Nicholas']"	['1674-1718']	['Author (epigraph)']	['Authorized']
440228	"Lydia, or filial piety. A novel. By the author of The marriage-act, a novel. And Letters on the English nation. Vol. I."	"Shebbeare, John"	1755	"['Seneca, Lucius Annaeus']"	['approx. 4BC-65AD']	['Author (epigraph)']	['Authorized']
440234	The history of the life and adventures of Mr. Anderson. Containing his strange varieties of fortune in Europe and America. Compiled from his own papers. The second edition	"Kimber, Edward"	1754	"['Addison, Joseph']"	['1672-1719']	['Author (epigraph)']	['Authorized']
440236	"Memoirs of an Oxford scholar. Containing, his amour with the beautiful Miss L-, of Essex; and interspers'd with several entertaining incidents. Written by himself."		1756	"['Pope, Alexander']"	['1688-1744']	['Author (epigraph)']	['Authorized']
440237	"The History of Polly Willis, an orphan."		1755	"['Waller, Edmund']"	['1606-1687']	['Author (epigraph)']	['Authorized']
440240	"The history of Pudica, a lady of N-rf-lk: with an account of her five lovers, viz. Dick Merryfellow, Count Antiquary, young 'Squire Fog, of Dumplin-Hall, Jack Shadwell, of the Lodge, and Miles Dinglebob, of Popgun-hall, Esq. : together with Miss Pudica's sense of the word eclaircissement, and an epithalamium on her nuptials, by Tom Tenor, Clerk of the Parish, to the tune of, Green grow the rushes o'. By William Honeycomb, esq;"	"Gardiner, Richard"	1754	"['Rowe, Nicholas']"	['1674-1718']	['Author (epigraph)']	['Authorized']
440244	"The theatre of love: a collection of novels, (none of which were ever printed before)."		1759	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
440244	"The theatre of love: a collection of novels, (none of which were ever printed before)."		1759	"['Dryden, John']"	['1631-1700']	['Author (epigraph)']	['Authorized']
440244	"The theatre of love: a collection of novels, (none of which were ever printed before)."		1759	"['Rowe, Nicholas']"	['1674-1718']	['Author (epigraph)']	['Authorized']
440244	"The theatre of love: a collection of novels, (none of which were ever printed before)."		1759	"['Philips, Ambrose']"	['1674-1749']	['Author (epigraph)']	['Authorized']
440246	"The wars of the gulls; an historical romance. In three chapters. Chap I. Shewing how, and with whom the gulls went to war. Chap. II. Shewing how the gulls make the deep to boil like a pot. Chap. III. Shewing how a certain doughty general of the gulls goes forth to play the game of hull-gull in upper Canada. "	"Bigelow, Jacob"	1812	"['Butler, Samuel']"	['1612-1680']	['Author (epigraph)']	['Authorized']
440253	"Letters on several occasions, by the late Sir William Freeman.  To which some account of the author is prefixed."	"Freeman, William"	1757	"['Cicero, Marcus Tullius']"		['Author (epigraph)']	['Authorized']
440254	"The travels of Zoroaster, king of the Bactrians. Composed chiefly for the instruction of a young prince. Vol. I. "		1753	['Horace']		['Author (epigraph)']	['Authorized']
440257	"Court intrigues, or The secret history of Ardelisa, a story founded on facts and illustrated with anecdotes of persons in real life. "		1759	"['Pope, Alexander']"	['1688-1744']	['Author (epigraph)']	['Authorized']
440261	The Card. Vol. I. 	"Kidgell, John"	1755	['Juvenal']		['Author (epigraph)']	['Authorized']
440267	"A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, Esq;) containing, I. An account of her birth, education, and mad pranks committed in her youth. II. Her coming on the stage; Success there; and sundry theatrical anecdotes. III. Her marriage to Mr. Charke, and its consequences. IV. Her adventures in mens cloaths, going by the name of Mr. Brown, and being belov'd by a lady of great fortune, who intended to marry her. V. Her being gentleman to a certain peer. VI. Her commencing strolling - player; with various and surprizing vicissitudes of fortune, during nine years peregrination. VII. Her turning pastry cook, &c. in Wales. With several extremely humourous and interesting occurrences. Written by herself. "	"Charke, Charlotte"	1755	"['Gay, John']"	['1685-1732']	['Author (epigraph)']	['Authorized']
440268	"Chiron: or, the mental optician. Vol. I."	"Caraccioli, Charles"	1758	['Horace']		['Author (epigraph)']	['Authorized']
440270	"The empire of the Nairs; or, the rights of women. An utopian romance, in twelve books. By James Lawrence, author of The bosom friend, Love, an allegory, etc. In four volumes. Vol. I. Second edition."	"Lawrence, James"	1813	['Virgil']		['Author (epigraph)']	['Authorized']
440290	"A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America."""	"Wright, Frances,"	1822	"['Thomson, James']"	['1700-1748']	['Author (epigraph)']	['Authorized']
440294	Adsonville: or marrying out. A narrative tale.		1824	"['Byron, George Gordon Byron']"	['1788-1824']	['Author (epigraph)']	['Authorized']
440296	"An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. "	"Corp, Harriet"	1808	"['Thomson, James']"	['1700-1748']	['Author (epigraph)']	['Authorized']
440298	"The adventures of Capt. Greenland. written in imitation of all those wise, learned, witty and humorous authors, who either already have, or hereafter may write in the same stile and manner. Vol. I. "	"Goodall, William"	1752	"['Shakespeare, William,']"	['1564-1616']	['Author (epigraph)']	['Authorized']
440301	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol. I.	"Smollet, Tobias"	1753	['Juvenal']		['Author (epigraph)']	['Authorized']
440306	The history of Fanny Seymour. 		1753	['Virgil']		['Author (epigraph)']	['Authorized']
440306	The history of Fanny Seymour. 		1753	"['Tate, Nahum']"	['1652-1715']	['Author (epigraph)']	['Authorized']
440310	"The life and history of a pilgrim, a narrative founded on fact. by George Wollaston, Esq; "	"Wollaston, George"	1753	['Virgil']		['Author (epigraph)']	['Authorized']
440311	The life and history of a pilgrim. By G----- W-----.	"Wollaston, George"	1753	['Virgil']		['Author (epigraph)']	['Authorized']
440317	The history of Jack Connor. Volume I. 	"Chaigneau, William,"	1752	"['Pope, Alexander,']"	['1688-1744']	['Author (epigraph)']	['Authorized']
440317	The history of Jack Connor. Volume I. 	"Chaigneau, William,"	1752	['Horace']		['Author (epigraph)']	['Authorized']
440334	New tales.  By Mrs. Opie.  In four volumes.  Vol. I.	"Opie, Amelia"	1818	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
440354	"A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America."""	"Wright, Frances,"	1822	"['Thomson, James']"	['1700-1748']	['Author (epigraph)']	['Authorized']
440357	Adsonville: or marrying out. A narrative tale.		1824	"['Byron, George Gordon Byron']"	['1788-1824']	['Author (epigraph)']	['Authorized']
440360	"An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. "	"Corp, Harriet"	1808	"['Thomson, James']"	['1700-1748']	['Author (epigraph)']	['Authorized']
440362	"The adventures of Capt. Greenland. written in imitation of all those wise, learned, witty and humorous authors, who either already have, or hereafter may write in the same stile and manner. Vol. I. "	"Goodall, William"	1752	"['Shakespeare, William,']"	['1564-1616']	['Author (epigraph)']	['Authorized']
440365	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol. I.	"Smollet, Tobias"	1753	['Juvenal']		['Author (epigraph)']	['Authorized']
440370	The history of Fanny Seymour. 		1753	['Virgil']		['Author (epigraph)']	['Authorized']
440370	The history of Fanny Seymour. 		1753	"['Tate, Nahum']"	['1652-1715']	['Author (epigraph)']	['Authorized']
440374	"The life and history of a pilgrim, a narrative founded on fact. by George Wollaston, Esq; "	"Wollaston, George"	1753	['Virgil']		['Author (epigraph)']	['Authorized']
440375	The life and history of a pilgrim. By G----- W-----.	"Wollaston, George"	1753	['Virgil']		['Author (epigraph)']	['Authorized']
440380	The history of Jack Connor. Volume I. 	"Chaigneau, William,"	1752	"['Pope, Alexander,']"	['1688-1744']	['Author (epigraph)']	['Authorized']
440380	The history of Jack Connor. Volume I. 	"Chaigneau, William,"	1752	['Horace']		['Author (epigraph)']	['Authorized']
440395	New tales.  By Mrs. Opie.  In four volumes.  Vol. I.	"Opie, Amelia"	1818	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
440401	"The history of Pompey the Little: or, the life and adventures of a lap-dog. The third edition. "	"Coventry, Francis"	1752	['Virgil']		['Author (epigraph)']	['Authorized']
440401	"The history of Pompey the Little: or, the life and adventures of a lap-dog. The third edition. "	"Coventry, Francis"	1752	['Horace']		['Author (epigraph)']	['Authorized']
440407		Smythies	1753			['Author (epigraph)']	
440411	"The castle of otranto. a gothic story. Translated by William Marshal, gent. From the original italian of Onuphrio Muralto, canon of the church of St. Nicholas at otranto. The sixth edition."	"Walpole, Horace"	1791	['Horace']		['Author (epigraph)']	['Authorized']
440412	"Farmer of New-Jersey; or, a picture of domestic life. A tale. By the translator of Buonaparte's campaign, author of Ferdinand and Elizabeth, &c. &c."	"Davis, John"	1800	"['Thomson, James,']"	['1700-1748']	['Author (epigraph)']	['Authorized']
440420	The quakers; a tale.  By Elizabeth B. Lester.	"Lester, Elizabeth B"	1817	['Voltaire']	['1694-1778']	['Author (epigraph)']	['Authorized']
440421	The quakers; a tale. By Elizabeth B. Lester.	"Lester, Elizabeth B"	1818	['Voltaire']	['1694-1778']	['Author (epigraph)']	['Authorized']
1170822	"Memoirs of Lydia Tongue-pad, and Juliana Clack-it."		1760	"['Addison, Joseph']"	['1672-1719']	['Author (epigraph)']	['Authorized']
1170822	"Memoirs of Lydia Tongue-pad, and Juliana Clack-it."		1760	['Hesiod']	['ca.700 a.c.']	['Author (epigraph)']	['Authorized']
1532730	"The whole comical works of Monsr. Scarron. Containing I. His comical romance of a company of stage-players. In three parts, compleat. II. All his novels and histories. III. His select letters, characters, &c. A great part of which never before in English. Translated by Mr. Tho. Brown, Mr. Savage, and others."	Scarron	1700	"['Horatius Flaccus, Quintus']"	['65-8 BCE.']	['Author (epigraph)']	['Authorized']
1532730	"The whole comical works of Monsr. Scarron. Containing I. His comical romance of a company of stage-players. In three parts, compleat. II. All his novels and histories. III. His select letters, characters, &c. A great part of which never before in English. Translated by Mr. Tho. Brown, Mr. Savage, and others."	Scarron	1700	"['Martialis, Marcus Valerius']"	['40-102 CE']	['Author (epigraph)']	['Authorized']
1799320	"Another traveller! or, cursory remarks and tritical observations made upon a journey through part of the Netherlands in the latter end of the year 1766. By Coriat Junior. In two volumes. Vol. I."	"Paterson, Samuel"	1767	"['Montaigne, Michel de']"	['1533-1592']	['Author (epigraph)']	['Authorized']
1802363	"The secret history of the prince of the Nazarenes and two turks. To which is added, the fatal amour between a beautiful lady, and a young nobleman."		1719	"['Comenius, Johann Amos']"	['1592-1670']	['Author (epigraph)']	['Authorized']
1813680-1	The prude: a novel. By a young lady.	Young lady	1724	"['Lansdowne, George Granville Baron']"	['1667-1735']	['Author (epigraph)']	['Authorized']
1813680-2	The prude: a novel. By a young lady.	Young lady	1724	"['Lansdowne, George Granville Baron']"	['1667-1735']	['Author (epigraph)']	['Authorized']
189377	"Matrimony, a novel; containing a series of interesting adventures. In two volumes."	"Shebbeare, John"	1766	['Ovid']	['43 B.C.-17 A.D. or 18 A.D.']	['Author (epigraph)']	['Authorized']
191423-1	The auction: a modern novel. In two volumes. Vol I.		1760	"['Fenton, Elijah']"	['1683-1730']	['Author (epigraph)']	['Authorized']
191423-2	The auction: a modern novel. In two volumes. Vol I.		1760	"['Fenton, Elijah']"	['1683-1730']	['Author (epigraph)']	['Authorized']
193355	"Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal. By an adept. The sixth edition, greatly inlarged and corrected. Vol. I."	"Johnstone, Charles"	1767	"['Shakespeare, William']"	['1582â€“1616']	['Author (epigraph)']	['Authorized']
195787	The Parasite		1765	['Terence']		['Author (epigraph)']	['Authorized']
196219-1	The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville. Vol. I.	"Brooke, Frances"	1769	"['Horatius Flaccus, Quintus']"	['65-8 BCE']	['Author (epigraph)']	['Authorized']
196219-2	The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville. Vol. I.	"Brooke, Frances"	1769	"['Horatius Flaccus, Quintus']"	['65-8 BCE']	['Author (epigraph)']	['Authorized']
196603-2	"The discovery: or, memoirs of Miss Marianne Middleton. By Mrs. Woodfin, author of Harriot Watson, Sally Sable, and of The Auction, a modern novel. In two volumes. Vol. I."	Woodfin	1764	"['Prior, Matthew']"	['1664-1721']	['Author (epigraph)']	['Authorized']
196868	The History of Major Bromley and Miss Cliffen. Volume the first.		1767	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
197400	"The lovers: or The memoirs of Lady Sarah B---- and the Countess P----. Published by Mr. Treyssac de Vergy, counsellor in the Parliament of Paris."	"Treyssac de Vergy, Pierre Henri"	1769	"['Pope, Alexander']"	['1688-1744']	['Author (epigraph)']	['Authorized']
198171	"The faithful fugitives: or, adventures of Miss Teresa M---. In a series of letters to a friend."		1766	"['Steele, Richard, Sir']"	['1672-1729']	['Author (epigraph)']	['Authorized']
198847	Two novels. In letters. From the authors of Henry and Frances. In four volumes. Volume the first.	"Griffith, Richard"	1769	['Ovid']	['43 B.C.-17 A.D. or 18 A.D.']	['Author (epigraph)']	['Authorized']
198847	Two novels. In letters. From the authors of Henry and Frances. In four volumes. Volume the first.	"Griffith, Richard"	1769	"['Cicero, Marcus Tullius']"		['Author (epigraph)']	['Authorized']
198860	"Belisarius. By M. Marmontel, member of the French Academy."	"Marmontel, Jean FranÃÅois"	1767	['Seneca the Younger']	['c. 4 BCâ€“AD 65']	['Author (epigraph)']	['Authorized']
200185	"Remarks on the character and manners of the French. In a series of letters, written during a residence of twelve months at Paris and its environs. Vol. I."		1769	"['Augustine, Saint, Bishop of Hippo']"		['Author (epigraph)']	['Authorized']
3063545	"A second tale of a tub: or, the history of Robert Powel the puppet-show-man. By Thomas Burett, Esq; The second edition."	"Burnet, Thomas"	1715	"['Rabelais, FranÃ§ois']"	['1490-1553?']	['Author (epigraph)']	['Authorized']
3084387	"A tale of a tub. Written for the universal improvement of mankind. To which is added, an account of a battle between the antient and modern books in St. James's Library. With the author's apology; and explanatory notes, by W. Wotton, B. D. and others."	"Swift, Jonathan"	1760	"['Irenaeus, Saint, Bishop of Lyon']"	['013?-019?']	['Author (epigraph)']	['Authorized']
3084387	"A tale of a tub. Written for the universal improvement of mankind. To which is added, an account of a battle between the antient and modern books in St. James's Library. With the author's apology; and explanatory notes, by W. Wotton, B. D. and others."	"Swift, Jonathan"	1760	['Titus Lucretius Carus']	['0097?-0055']	['Author (epigraph)']	['Authorized']
3084453	"A tale of a tub. Written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in St. Jamesâ€™s library. Also a discourse concerning the mechanical operation of the spirit, in a letter to a friend. A fragment. With the authorâ€™s apology; and explanatory notes, by W. Wotton, B.D. and others."	"Swift, Jonathan"	1769	"['Irenaeus, Saint, Bishop of Lyon']"	['013?-019?']	['Author (epigraph)']	['Authorized']
3084453	"A tale of a tub. Written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in St. Jamesâ€™s library. Also a discourse concerning the mechanical operation of the spirit, in a letter to a friend. A fragment. With the authorâ€™s apology; and explanatory notes, by W. Wotton, B.D. and others."	"Swift, Jonathan"	1769	['Titus Lucretius Carus']	['0097?-0055']	['Author (epigraph)']	['Authorized']
3387037	"Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal. By an adept. The third edition, greatly enlarged and corrected. In four volumes. Vol. I."	"Johnstone, Charles"	1767	"['Shakespeare, William']"	['1582â€“1616']	['Author (epigraph)']	['Authorized']
3887499	"The unnatural mother: or, innocent love persecuted. Being the genuine and most affecting history of the tragical and fatal consequences that attended the sincere and disinterested passion of a gentleman of an eminent station in the law, and a young lady of a considerable family in one of the politest courts of Europe."		1734	"['Lansdowne, George Granville Baron']"	['1667-1735']	['Author (epigraph)']	['Authorized']
1801660	"The lover's week: or, The six days adventures of Philander and Amaryllis. Written by a young lady."	M. H	1718	['John Dryden']	['1631-1700']	['Author (epigraph)']	['Authorized']
1801799	"The surprize, or, constancy rewarded, by the author of The masqueraders, or fatal curiosity."	"Haywood, Eliza Fowler"	1724	['John Dryden']	['1631-1700']	['Author (epigraph)']	['Auhtorized']
1817470	"Letters from a Persian in England, to his friend at Ispahan. The third edition."	"Lyttelton, George Lyttelton"	1735	"['Lucretius Carus, Titus']"	['97-55 BCE']	['Author (epigraph)']	['Authorized']
181766	The history of the adventures of Arthur O'Bradley. Vol. II.	"Potter, John"	1769	['Virgil']	['0070-0019']	['Author (epigraph)']	['Authorized']
191049	"The histories of some of the penitents in the Magdalen-House, as supposed to be related by themselves. In two volumes."		1760	"['Shakespeare, William']"	['1564-1616']	['Author (epigraph)']	['Authorized']
194937	"The peregrinations of Jeremiah Grant, Esq; The West-Indian."		1763	"['Tacitus, Publius Cornelius']"	['55-120 C.E.']	['Author (epigraph)']	['Authorized']
195421	"The Life and opinions of Bertram Montfichet, Esq; written by himself."		1761	"['Pope, Alexander']"	['1688-1744']	['Author (epigraph)']	['Authorized']
196684	"The mistakes of the heart: or, memoirs of Lady Carolina Pelham and Lady Victoria Nevil. In a series of letters. Published by M. Treyssac de Vergy, counsellor in the parliaments of Paris and Bourdeaux. Vol. I."	"Treyssac de Vergy, Pierre Henri"	1769	"['Prior, Mathew']"	['1624-1721']	['Author (epigraph)']	['Authorized']
196600-1	"The reverie: or, a flight to the paradise of fools. Published by the editor of the Adventures of a Guinea. In two volumes. Vol. I."	"Johnstone, Charles"	1763	"['Milton, John']"	['1608-1674']	['Author (epigraph)']	['Authorized']
199118	"Daphnis: a poetical, pastoral novel. Translated from the German of Mr. Gessner, the celebrated author of the death of Abel. By an English gentleman, who resided several years at Hamburgh. To which is prefixed, a prefatory discourse on the origin and use of pastoral poetry."	"Gessner, Salomon"	1768	['Virgil']		['Author (epigraph)']	['Authorized']
199118	"Daphnis: a poetical, pastoral novel. Translated from the German of Mr. Gessner, the celebrated author of the death of Abel. By an English gentleman, who resided several years at Hamburgh. To which is prefixed, a prefatory discourse on the origin and use of pastoral poetry."	"Gessner, Salomon"	1768	['Horace']		['Author (epigraph)']	['Authorized']
196600-2	"The reverie; or, a flight to the paradise of fools. By the editor of the Adventures of a Guinea. In two volumes. Volume the first."	"Johnstone, Charles"	1763	"['Milton, John']"	['1608-1674']	['Author (epigraph)']	['Authorized']
253936	"The life and character of Jane Shore. Collected from our best historians, chiefly from the writings of Sir Thomas More; who was her cotemporary [sic], and personally knew her. Humbly offer'd to the readers and spectators of her tragedy written by Mr. Rowe. Inscrib'd to Mrs. Oldfield."		1714	['Juvenal']		['Author (epigraph)']	['Authorized']
276154	"The honour of chivalry: or, the famous and delectable history of Don Bellianis of Greece. Containing the valiant exploits of that magnanimous and heroick prince; son unto the emperor Don Bellaneo of Greece. Wherein are described, the strange and dangerous adventures that befell him: with his love towards the Princess Florisbella, daughter to the Soldan of Babylon. Translated out of Italian."	"FernaÃƒÃ…ndez, JeroÃƒÃ…nimo"	1703	"['Ovidius Naso, Publius']"	['43 BCE.-17 or 18 CE.']	['Author (epigraph)']	['Authorized']
280044	"Court tales: or, a history of the amours of the present nobility. To which is added, a compleat key."		1717	"['Lee, Nathaniel']"	['1653?-1692']	['Author (epigraph)']	['Authorized']
3448398	"The pilgrim's progress: from this world, to that which is to come: delivered under the similitude of a dream. Wherein is discover'd, the manner of his setting out, his dangerous journey, and safe arrival at the desired country. In two parts, complete. By John Bunyan. The two and twentieth edition, adorned with twenty-two copper plates, engraven by J. Stuart."	"Bunyan, John"	1728	['Hosea']		['Author (epigraph)']	['Authorized']
